"round","z1","z2","y"
1048,11,7,1
1049,5,3,1
1050,19,21,1
1051,3,10,1
1052,1,16,0
1053,5,13,0
1054,11,4,1
1055,17,4,1
1056,15,16,1
1057,18,16,0
1058,17,4,1
1059,15,7,1
1060,10,16,0
1061,13,3,1
1062,19,9,1
1063,16,11,1
1064,12,17,0
1065,11,23,1
1066,3,18,1
1067,12,8,0
1068,17,11,0
1069,14,17,0
1070,4,1,0
1071,21,3,1
1072,23,12,1
1073,2,20,0
1074,12,5,0
1075,8,1,1
1076,2,13,0
1077,21,14,0
1078,12,1,0
1079,9,10,0
1080,6,4,1
1081,13,22,1
1082,10,2,1
1083,18,19,0
1084,11,15,1
1085,12,23,0
1086,21,16,0
1087,3,1,0
1088,22,11,0
1089,23,1,1
1090,21,7,1
1091,22,23,0
1092,10,1,0
1093,2,15,0
1094,10,8,0
1095,11,23,1
1096,9,6,1
1097,20,5,0
1098,21,19,1
1099,11,17,1
1100,3,15,0
1101,11,6,1
1102,5,4,1
1103,5,17,1
1104,8,13,0
1105,23,7,1
1106,23,14,1
1107,20,5,0
1108,18,5,0
1109,18,2,1
1110,14,15,0
1111,9,16,0
1112,21,17,1
1113,9,1,0
1114,7,23,0
1115,5,11,0
1116,6,8,1
1117,11,2,1
1118,20,11,0
1119,10,5,0
1120,12,15,0
1121,5,18,1
1122,17,21,0
1123,7,6,1
1124,1,2,1
1125,15,17,1
1126,13,5,1
1127,7,12,0
1128,14,2,0
1129,6,12,1
1130,5,22,1
1131,23,5,1
1132,14,17,1
1133,16,7,0
1134,19,14,1
1135,12,11,0
1136,23,20,1
1137,9,10,1
1138,20,5,0
1139,15,7,0
1140,17,9,0
1141,23,9,1
1142,16,2,0
1143,9,10,1
1144,20,19,0
1145,21,7,0
1146,4,12,0
1147,1,22,0
1148,17,9,0
1149,12,7,0
1150,16,20,0
1151,23,12,1
1152,6,20,1
1153,17,12,1
1154,21,7,0
1155,12,19,0
1156,19,13,1
1157,16,8,0
1158,7,6,0
1159,17,16,1
1160,12,17,0
1161,1,4,1
1162,22,1,1
1163,16,2,0
1164,12,9,0
1165,9,17,0
1166,11,2,1
1167,4,6,0
1168,16,6,0
1169,12,11,0
1170,23,17,1
1171,22,16,1
1172,8,23,0
1173,1,12,1
1174,10,22,0
1175,4,22,0
1176,5,18,1
1177,9,11,0
1178,22,2,1
1179,11,16,1
1180,23,22,1
1181,11,16,1
1182,8,3,0
1183,16,5,0
1184,14,20,0
1185,23,6,1
1186,5,19,0
1187,14,22,0
1188,11,18,1
1189,10,4,1
1190,22,3,1
1191,9,20,0
1192,20,12,1
1193,17,20,1
1194,11,19,1
1195,9,3,1
1196,6,11,0
1197,22,7,0
1198,16,22,0
1199,10,2,1
1200,16,12,1
1201,10,20,0
1202,15,10,1
1203,9,23,0
1204,15,20,0
1205,9,5,1
1206,4,15,0
1207,10,9,1
1208,8,12,1
1209,2,21,0
1210,19,5,0
1211,10,22,1
1212,6,16,0
1213,2,1,0
1214,7,16,0
1215,8,2,1
1216,2,19,0
1217,9,8,0
1218,5,12,1
1219,6,16,1
1220,10,15,0
1221,5,23,1
1222,21,12,0
1223,6,19,1
1224,18,5,0
1225,2,11,0
1226,23,21,0
1227,18,8,0
1228,19,12,0
1229,19,7,1
1230,9,18,0
1231,19,11,1
1232,14,6,0
1233,2,3,0
1234,23,12,1
1235,4,16,1
1236,6,11,0
1237,1,8,0
1238,9,23,0
1239,9,11,0
1240,2,5,1
1241,19,17,1
1242,13,5,1
1243,10,7,0
1244,21,5,0
1245,19,4,1
1246,22,4,1
1247,2,22,0
1248,13,23,0
1249,18,8,0
1250,6,20,0
1251,23,10,1
1252,2,21,1
1253,16,18,1
1254,19,22,0
1255,19,11,1
1256,20,11,0
1257,21,23,0
1258,4,12,0
1259,8,14,1
1260,2,12,0
1261,18,1,0
1262,19,17,1
1263,15,2,0
1264,19,23,0
1265,12,14,1
1266,6,21,1
1267,20,18,1
1268,18,4,0
1269,13,12,0
1270,2,22,0
1271,22,7,1
1272,18,21,0
1273,11,8,0
1274,21,20,0
1275,9,16,1
1276,3,1,1
1277,12,6,0
1278,14,1,0
1279,8,11,0
1280,1,13,1
1281,11,21,1
1282,9,18,1
1283,19,20,1
1284,12,18,1
1285,4,16,1
1286,15,8,0
1287,21,15,1
1288,13,21,0
1289,20,13,1
1290,21,2,1
1291,19,20,0
1292,5,4,1
1293,1,19,1
1294,22,12,0
1295,10,8,0
1296,10,17,1
1297,4,8,0
1298,10,12,0
1299,20,5,1
1300,19,5,0
1301,19,6,1
1302,5,14,1
1303,15,18,1
1304,12,8,1
1305,22,23,0
1306,8,18,1
1307,22,12,0
1308,3,22,1
1309,9,20,0
1310,2,9,0
1311,9,12,0
1312,17,5,0
1313,23,19,1
1314,19,22,1
1315,18,8,0
1316,2,23,0
1317,4,12,0
1318,2,18,0
1319,23,15,0
1320,10,19,1
1321,18,2,1
1322,8,2,1
1323,3,23,0
1324,15,18,1
1325,16,11,0
1326,19,17,0
1327,14,1,0
1328,3,13,1
1329,20,6,0
1330,12,9,1
1331,18,13,1
1332,8,10,1
1333,17,16,0
1334,13,20,0
1335,9,20,0
1336,12,7,1
1337,11,10,1
1338,17,18,1
1339,18,9,1
1340,1,15,0
1341,7,5,0
1342,10,1,0
1343,8,12,0
1344,12,20,1
1345,7,21,0
1346,10,23,0
1347,7,8,0
1348,7,15,0
1349,20,19,1
1350,21,4,1
1351,6,4,0
1352,9,17,0
1353,23,18,1
1354,14,12,0
1355,8,4,0
1356,8,18,1
1357,1,20,1
1358,4,19,1
1359,18,3,1
1360,10,15,0
1361,8,1,0
1362,11,13,1
1363,10,23,0
1364,20,23,0
1365,21,10,1
1366,21,19,1
1367,5,6,1
1368,7,12,0
1369,1,21,1
1370,5,14,1
1371,16,1,0
1372,11,21,1
1373,6,10,0
1374,21,11,0
1375,4,8,0
1376,18,2,1
1377,11,18,1
1378,21,18,1
1379,20,15,0
1380,23,16,1
1381,22,1,0
1382,8,19,1
1383,16,7,1
1384,15,10,1
1385,8,14,1
1386,22,5,0
1387,20,12,0
1388,13,18,0
1389,14,16,0
1390,23,10,1
1391,22,14,1
1392,20,3,1
1393,2,12,0
1394,6,14,1
1395,3,23,0
1396,16,19,1
1397,6,23,0
1398,21,10,0
1399,14,12,0
1400,2,5,0
1401,17,14,1
1402,15,23,1
1403,11,22,1
1404,16,19,1
1405,18,13,1
1406,12,22,1
1407,11,9,1
1408,6,13,1
1409,14,18,0
1410,6,22,1
1411,15,13,1
1412,9,21,1
1413,16,1,1
1414,12,6,1
1415,11,9,1
1416,9,11,0
1417,4,21,0
1418,23,14,1
1419,2,11,0
1420,20,18,0
1421,17,2,1
1422,15,10,1
1423,23,9,1
1424,11,5,0
1425,1,6,1
1426,17,20,1
1427,8,3,1
1428,4,15,0
1429,11,14,1
1430,1,19,1
1431,4,13,1
1432,18,5,0
1433,19,18,1
1434,4,20,1
1435,5,19,0
1436,5,19,0
1437,13,1,1
1438,3,9,1
1439,1,5,0
1440,2,1,1
1441,11,22,1
1442,5,22,0
1443,19,18,1
1444,6,16,1
1445,6,17,0
1446,6,9,1
1447,8,19,1
1448,4,6,0
1449,4,22,0
1450,20,10,0
1451,10,15,0
1452,16,6,0
1453,10,18,1
1454,8,21,1
1455,9,11,0
1456,1,12,0
1457,10,1,0
1458,20,2,0
1459,3,18,1
1460,16,7,0
1461,5,1,0
1462,1,3,0
1463,12,15,0
1464,10,17,1
1465,13,11,0
1466,21,5,0
1467,5,18,1
1468,19,1,0
1469,6,7,0
1470,21,23,0
1471,13,14,1
1472,3,2,0
1473,6,7,1
1474,5,4,1
1475,4,11,0
1476,11,18,1
1477,11,18,1
1478,6,20,0
1479,12,23,0
1480,18,8,0
1481,12,9,1
1482,13,22,1
1483,1,5,1
1484,1,3,0
1485,20,23,0
1486,21,1,1
1487,17,9,0
1488,20,18,1
1489,8,1,0
1490,13,12,1
1491,4,20,1
1492,21,11,0
1493,8,16,1
1494,17,6,0
1495,21,13,1
1496,11,8,1
1497,21,23,0
1498,16,14,0
1499,21,1,1
1500,22,15,0
1501,3,15,0
1502,22,21,0
1503,5,15,1
1504,20,6,1
1505,6,17,1
1506,12,6,0
1507,14,15,0
1508,6,14,1
1509,13,6,1
1510,4,7,1
1511,5,17,1
1512,11,15,0
1513,12,19,0
1514,17,3,0
1515,18,17,1
1516,19,12,1
1517,12,3,0
1518,21,8,1
1519,16,12,0
1520,23,7,1
1521,18,9,0
1522,9,10,1
1523,1,14,1
1524,23,1,1
1525,1,16,1
1526,22,7,0
1527,18,11,0
1528,5,18,1
1529,17,20,0
1530,1,4,1
1531,19,12,1
1532,18,6,0
1533,18,11,1
1534,9,15,1
1535,18,14,1
1536,13,10,1
1537,22,6,1
1538,20,16,1
1539,21,6,0
1540,19,6,1
1541,1,10,1
1542,23,14,0
1543,6,13,1
1544,15,11,0
1545,4,20,0
1546,16,9,0
1547,15,10,0
1548,8,18,0
1549,20,12,1
1550,16,6,0
1551,23,2,1
1552,18,16,1
1553,12,19,1
1554,2,7,0
1555,3,11,0
1556,1,3,0
1557,18,8,0
1558,7,2,0
1559,10,15,1
1560,12,17,1
1561,21,16,0
1562,22,16,0
1563,13,22,1
1564,9,7,1
1565,22,8,0
1566,12,15,0
1567,1,6,1
1568,10,23,0
1569,18,23,1
1570,18,16,1
1571,16,7,1
1572,11,10,1
1573,16,22,1
1574,17,20,1
1575,2,21,0
1576,20,13,0
1577,11,17,1
1578,2,22,0
1579,19,7,1
1580,3,11,0
1581,13,4,1
1582,3,12,0
1583,14,3,1
1584,7,22,1
1585,9,3,0
1586,18,22,1
1587,14,20,0
1588,7,13,0
1589,1,11,0
1590,21,1,1
1591,3,5,0
1592,16,2,1
1593,20,8,1
1594,18,13,1
1595,20,9,0
1596,19,12,0
1597,14,5,0
1598,11,5,1
1599,8,2,1
1600,10,8,1
1601,16,13,1
1602,19,16,0
1603,7,8,1
1604,4,7,0
1605,2,11,0
1606,14,15,1
1607,15,9,1
1608,19,5,0
1609,22,19,1
1610,3,8,1
1611,16,10,1
1612,1,5,0
1613,14,17,1
1614,22,14,0
1615,10,2,1
1616,7,9,1
1617,8,11,0
1618,2,6,0
1619,2,10,0
1620,3,10,0
1621,5,16,1
1622,16,1,1
1623,18,1,1
1624,21,2,1
1625,19,14,0
1626,10,3,1
1627,1,14,1
1628,14,17,1
1629,10,9,1
1630,8,16,0
1631,10,8,1
1632,13,7,0
1633,16,15,1
1634,2,10,0
1635,18,20,1
1636,14,17,1
1637,23,3,1
1638,23,20,1
1639,13,5,0
1640,3,2,1
1641,17,23,1
1642,17,8,0
1643,14,17,1
1644,9,11,0
1645,1,20,1
1646,10,23,1
1647,21,16,1
1648,16,14,1
1649,18,1,1
1650,9,22,1
1651,4,17,1
1652,6,12,1
1653,5,1,1
1654,10,8,0
1655,14,11,1
1656,11,8,1
1657,19,12,1
1658,6,5,0
1659,7,8,0
1660,5,2,1
1661,18,16,0
1662,4,7,1
1663,9,12,0
