"round","z1","z2","y"
7781,24,91,1
7782,164,84,0
7783,83,25,1
7784,19,36,0
7785,73,10,1
7786,18,21,1
7787,169,105,1
7788,162,104,1
7789,173,66,0
7790,62,34,1
7791,42,13,1
7792,55,1,0
7793,77,107,0
7794,86,44,1
7795,29,143,0
7796,19,82,0
7797,108,145,1
7798,25,64,0
7799,38,68,0
7800,83,65,0
7801,77,10,1
7802,115,160,0
7803,25,2,0
7804,78,129,1
7805,90,20,0
7806,141,12,1
7807,50,7,0
7808,158,41,0
7809,7,1,0
7810,69,159,0
7811,100,75,0
7812,42,13,1
7813,93,127,1
7814,98,96,1
7815,72,176,0
7816,3,65,1
7817,11,43,1
7818,23,50,1
7819,53,131,1
7820,144,73,0
7821,129,153,0
7822,49,119,1
7823,33,153,0
7824,157,128,0
7825,4,52,1
7826,142,20,0
7827,109,39,1
7828,135,159,0
7829,24,4,1
7830,85,99,0
7831,173,4,0
7832,155,35,1
7833,97,119,1
7834,149,125,1
7835,68,50,1
7836,161,37,0
7837,175,15,1
7838,143,76,0
7839,80,117,0
7840,66,109,1
7841,87,153,0
7842,131,152,1
7843,11,74,0
7844,97,117,1
7845,147,166,1
7846,4,122,0
7847,55,147,1
7848,75,9,1
7849,161,141,0
7850,161,49,0
7851,149,22,0
7852,116,91,1
7853,141,48,1
7854,157,153,0
7855,163,172,0
7856,47,107,0
7857,68,138,1
7858,22,174,0
7859,69,71,1
7860,129,30,1
7861,27,11,1
7862,114,35,1
7863,140,73,1
7864,107,113,0
7865,49,90,0
7866,8,62,1
7867,166,68,0
7868,67,119,0
7869,117,3,0
7870,158,153,1
7871,51,142,0
7872,128,30,1
7873,176,22,0
7874,60,32,0
7875,102,75,1
7876,167,129,1
7877,151,38,0
7878,89,29,0
7879,7,85,1
7880,174,65,0
7881,166,42,1
7882,89,77,0
7883,174,97,0
7884,23,48,1
7885,60,64,1
7886,18,41,1
7887,144,43,0
7888,86,142,0
7889,124,161,0
7890,103,4,0
7891,65,113,1
7892,43,152,1
7893,98,104,0
7894,27,10,1
7895,39,120,1
7896,172,91,0
7897,114,9,1
7898,93,132,1
7899,108,76,1
7900,51,111,0
7901,122,47,0
7902,157,47,0
7903,160,116,0
7904,1,10,1
7905,38,66,1
7906,7,173,1
7907,85,64,1
7908,140,23,0
7909,85,71,1
7910,152,1,0
7911,76,152,1
7912,162,120,0
7913,174,176,0
7914,63,104,1
7915,102,15,1
7916,141,169,0
7917,47,61,1
7918,162,50,0
7919,162,173,1
7920,62,160,1
7921,57,8,1
7922,74,33,0
7923,41,119,1
7924,176,58,1
7925,51,42,1
7926,86,155,1
7927,133,106,1
7928,122,154,1
7929,49,126,0
7930,6,167,1
7931,130,18,0
7932,108,43,0
7933,149,81,1
7934,33,61,1
7935,85,15,1
7936,149,116,1
7937,71,110,0
7938,31,165,0
7939,45,145,0
7940,120,144,1
7941,136,72,1
7942,22,103,1
7943,125,160,0
7944,147,165,0
7945,48,41,0
7946,158,105,1
7947,54,91,1
7948,43,166,1
7949,75,79,0
7950,94,96,0
7951,74,89,1
7952,39,109,1
7953,62,27,0
7954,21,51,1
7955,74,28,1
7956,48,41,0
7957,21,157,0
7958,14,70,0
7959,97,80,1
7960,72,23,1
7961,103,143,1
7962,147,140,0
7963,102,121,1
7964,53,132,0
7965,31,59,0
7966,79,120,0
7967,132,13,0
7968,1,70,1
7969,9,56,1
7970,33,87,1
7971,174,120,1
7972,28,32,1
7973,114,78,0
7974,69,101,0
7975,138,23,0
7976,81,175,0
7977,114,11,0
7978,18,58,1
7979,77,90,1
7980,98,49,0
7981,2,149,0
7982,93,19,1
7983,57,128,1
7984,154,3,1
7985,86,149,1
7986,136,39,1
7987,83,67,1
7988,98,143,0
7989,48,154,0
7990,155,25,0
7991,108,114,1
7992,143,23,1
7993,76,33,1
7994,148,153,0
7995,99,124,1
7996,81,28,1
7997,104,98,1
7998,161,54,1
7999,24,123,1
8000,46,137,0
8001,174,119,0
8002,80,12,0
8003,75,16,1
8004,134,137,1
8005,110,58,0
8006,108,26,1
8007,25,139,1
8008,48,86,0
8009,53,91,0
8010,36,92,1
8011,86,80,1
8012,31,141,1
8013,24,145,0
8014,175,133,0
8015,17,74,1
8016,120,23,0
8017,63,17,1
8018,166,10,0
8019,103,15,0
8020,64,95,0
8021,119,41,0
8022,154,15,1
8023,161,107,0
8024,2,129,1
8025,100,83,1
8026,142,46,1
8027,151,168,0
8028,23,172,0
8029,62,146,1
8030,43,115,0
8031,57,117,1
8032,14,63,1
8033,82,25,0
8034,125,133,1
8035,75,8,1
8036,75,88,0
8037,44,113,1
8038,88,74,0
8039,55,26,0
8040,21,139,0
8041,64,128,0
8042,76,44,1
8043,173,16,0
8044,17,27,1
8045,124,119,1
8046,27,108,1
8047,7,163,1
8048,171,23,1
8049,20,103,1
8050,14,29,0
8051,117,69,1
8052,7,89,1
8053,141,96,1
8054,6,80,1
8055,69,40,1
8056,121,78,1
8057,166,83,1
8058,18,27,1
8059,161,133,0
8060,84,116,0
8061,135,68,0
8062,60,32,0
8063,48,71,1
8064,46,19,0
8065,24,150,0
8066,26,105,1
8067,126,41,0
8068,95,70,0
8069,29,89,0
8070,20,62,1
8071,126,19,0
8072,74,155,1
8073,171,10,0
8074,130,88,0
8075,12,124,1
8076,161,105,1
8077,176,158,1
8078,110,70,0
8079,24,162,1
8080,171,166,1
8081,147,55,0
8082,101,32,0
8083,35,100,0
8084,73,91,0
8085,52,21,1
8086,175,165,0
8087,3,131,1
8088,131,31,1
8089,128,102,1
8090,61,153,0
8091,99,15,1
8092,115,65,1
8093,115,36,0
8094,7,175,1
8095,124,49,1
8096,126,125,0
8097,62,127,1
8098,105,36,0
8099,113,41,1
8100,162,168,1
8101,123,13,1
8102,68,165,0
8103,76,141,1
8104,110,141,1
8105,25,174,0
8106,133,99,1
8107,45,17,1
8108,2,102,0
8109,160,131,1
8110,52,76,0
8111,167,81,0
8112,27,65,0
8113,25,33,1
8114,140,59,0
8115,134,38,0
8116,99,155,0
8117,99,2,0
8118,69,25,1
8119,58,100,1
8120,36,3,0
8121,11,16,0
8122,9,104,0
8123,148,60,1
8124,84,64,1
8125,94,76,0
8126,162,84,1
8127,84,69,0
8128,71,148,0
8129,104,48,1
8130,91,79,1
8131,16,163,1
8132,86,51,1
8133,150,38,1
8134,87,31,1
8135,33,41,0
8136,174,55,1
8137,125,81,1
8138,58,44,1
8139,53,129,1
8140,80,28,1
8141,15,54,0
8142,44,148,0
8143,51,22,0
8144,154,29,0
8145,81,16,1
8146,8,15,1
8147,69,176,0
8148,6,146,1
8149,37,85,1
8150,50,15,1
8151,68,10,1
8152,54,71,1
8153,152,21,0
8154,144,24,1
8155,122,52,1
8156,58,104,1
8157,65,145,1
8158,44,176,0
8159,110,136,1
8160,18,136,1
8161,161,5,0
8162,63,175,1
8163,137,152,1
8164,51,168,0
8165,133,55,1
8166,101,12,0
8167,108,104,0
8168,46,24,1
8169,57,137,1
8170,66,170,0
8171,101,108,1
8172,67,160,1
8173,147,30,1
8174,140,162,1
8175,133,75,1
8176,114,126,0
8177,4,83,1
8178,118,115,0
8179,120,106,1
8180,17,175,1
8181,112,14,1
8182,54,120,1
8183,120,10,0
8184,61,102,0
8185,140,108,1
8186,23,85,0
8187,156,15,1
8188,32,127,1
8189,17,48,1
8190,18,95,1
8191,110,53,1
8192,148,8,1
8193,136,137,0
8194,9,7,1
8195,26,81,0
8196,118,37,1
8197,59,147,1
8198,57,152,1
8199,140,40,0
8200,95,69,0
8201,39,169,1
8202,92,109,0
8203,165,7,0
8204,173,127,0
8205,94,112,1
8206,141,45,1
8207,24,64,1
8208,16,140,0
8209,99,26,1
8210,91,36,0
8211,127,130,1
8212,89,99,1
8213,153,38,1
8214,20,135,1
8215,121,175,0
8216,148,51,1
8217,167,163,0
8218,27,66,1
8219,160,142,1
8220,163,46,1
8221,108,63,0
8222,128,79,1
8223,113,122,1
8224,55,143,0
8225,116,62,1
8226,37,133,1
8227,4,102,1
8228,126,1,0
8229,107,14,1
8230,73,174,0
8231,130,64,1
8232,4,39,1
8233,53,113,0
8234,88,50,0
8235,98,152,1
8236,18,146,1
8237,146,40,0
8238,166,81,1
8239,127,129,1
8240,87,7,0
8241,3,148,0
8242,14,109,0
8243,27,65,0
8244,126,47,0
8245,4,163,0
8246,171,104,0
8247,94,64,1
8248,136,69,0
8249,26,126,0
8250,2,22,1
8251,2,41,0
8252,167,157,1
8253,54,69,1
8254,138,133,1
8255,130,62,0
8256,81,82,0
8257,32,153,0
8258,94,79,1
8259,138,151,1
8260,166,95,1
8261,152,23,0
8262,110,27,0
8263,153,143,0
8264,151,108,1
8265,106,171,0
8266,125,5,1
8267,117,24,0
8268,100,76,1
8269,50,40,1
8270,77,72,0
8271,150,96,1
8272,124,37,0
8273,42,15,0
8274,56,57,0
8275,67,45,0
8276,52,134,1
8277,102,168,1
8278,148,109,0
8279,30,1,0
8280,160,172,0
8281,154,17,0
8282,158,112,0
8283,151,41,0
8284,22,138,1
8285,57,97,0
8286,36,20,0
8287,149,18,0
8288,31,72,0
8289,83,82,0
8290,106,171,1
8291,31,80,1
8292,104,126,0
8293,128,37,0
8294,6,89,0
8295,131,126,0
8296,170,112,0
8297,36,66,1
8298,137,2,0
8299,160,137,0
8300,106,82,1
8301,108,62,0
8302,100,50,1
8303,112,126,0
8304,95,44,0
8305,23,137,0
8306,120,51,0
8307,87,74,0
8308,16,164,0
8309,104,105,0
8310,40,1,0
8311,27,75,1
8312,2,172,0
8313,116,152,1
8314,11,34,0
8315,156,170,0
8316,140,109,1
8317,171,158,1
8318,112,97,0
8319,145,71,0
8320,171,140,0
8321,151,166,0
8322,175,57,1
8323,140,52,1
8324,155,2,0
8325,77,29,1
8326,61,141,0
8327,160,62,1
8328,52,59,0
8329,36,98,0
8330,8,125,0
8331,110,19,1
8332,141,60,1
8333,142,92,1
8334,163,157,0
8335,37,64,1
8336,117,104,0
8337,150,102,0
8338,150,19,1
8339,60,128,0
8340,21,96,1
8341,114,6,0
8342,80,134,0
8343,85,146,1
8344,35,133,0
8345,101,69,0
8346,156,125,0
8347,82,19,1
8348,91,142,1
8349,159,162,0
8350,52,85,0
8351,143,82,0
8352,34,39,1
8353,36,28,0
8354,154,164,0
8355,11,88,0
8356,93,72,0
8357,71,164,0
8358,150,12,1
8359,155,111,0
8360,27,88,1
8361,66,100,1
8362,125,118,1
8363,80,40,0
8364,137,165,0
8365,29,74,0
8366,35,158,1
8367,135,132,0
8368,4,50,0
8369,124,68,0
8370,127,50,0
8371,98,70,1
8372,10,61,1
8373,55,157,1
8374,119,148,0
8375,27,17,0
8376,107,139,0
8377,70,4,0
8378,21,100,0
8379,58,115,1
8380,75,18,1
8381,14,18,0
8382,99,15,1
8383,84,96,1
8384,116,72,1
8385,14,53,0
8386,91,62,1
8387,25,24,1
8388,81,66,0
8389,161,70,1
8390,30,81,0
8391,164,5,0
8392,39,19,0
8393,127,62,1
8394,173,82,0
8395,25,28,1
8396,107,108,1
8397,111,62,1
8398,141,13,1
8399,136,147,1
8400,134,90,1
8401,176,169,1
8402,116,25,1
8403,157,94,0
8404,106,91,0
8405,22,165,1
8406,100,120,0
8407,172,15,0
8408,139,100,1
8409,95,34,1
8410,157,89,0
8411,1,71,1
8412,38,48,0
8413,11,88,1
8414,125,89,0
8415,140,54,1
8416,64,55,1
8417,68,10,1
8418,128,151,1
8419,92,171,1
8420,91,6,0
8421,166,76,1
8422,129,119,1
8423,88,24,1
8424,28,46,0
8425,155,47,0
8426,125,159,0
8427,50,164,0
8428,61,142,0
8429,129,64,1
8430,128,133,1
8431,79,165,0
8432,159,87,0
8433,38,4,1
8434,128,160,0
8435,63,70,1
8436,67,140,0
8437,158,80,1
8438,138,19,0
8439,45,165,1
8440,111,92,1
8441,61,149,0
8442,26,173,1
8443,82,42,1
8444,170,12,1
8445,114,42,1
8446,34,93,0
8447,157,10,0
8448,47,45,1
8449,170,129,1
8450,72,36,0
8451,9,92,1
8452,115,129,1
8453,92,117,0
8454,110,6,1
8455,49,116,0
8456,106,76,1
8457,90,103,1
8458,157,45,0
8459,142,127,1
8460,3,156,0
8461,102,8,0
8462,34,127,0
8463,175,69,1
8464,28,164,1
8465,7,21,1
8466,4,90,1
8467,5,100,1
8468,20,32,1
8469,37,30,1
8470,127,50,1
8471,48,70,1
8472,39,121,0
8473,152,151,1
8474,69,89,0
8475,17,80,1
8476,159,75,1
8477,158,168,0
8478,34,55,0
8479,147,54,0
8480,137,173,1
8481,108,73,1
8482,84,158,1
8483,128,32,1
8484,118,113,1
8485,170,111,1
8486,127,105,1
8487,114,91,0
8488,54,31,1
8489,5,27,0
8490,128,5,0
8491,126,138,1
8492,49,70,0
8493,126,67,1
8494,28,118,1
8495,133,80,1
8496,2,78,0
8497,48,156,1
8498,79,34,0
8499,81,96,1
8500,103,25,0
8501,32,68,1
8502,54,120,0
8503,72,86,0
8504,173,95,0
8505,68,105,0
8506,110,6,0
8507,100,17,0
8508,33,118,0
8509,156,30,0
8510,141,2,0
8511,59,160,0
8512,47,48,0
8513,151,39,1
8514,36,17,0
8515,25,136,1
8516,4,106,1
8517,44,107,0
8518,143,138,1
8519,105,104,1
8520,55,103,0
8521,78,65,0
8522,94,134,0
8523,25,160,0
8524,124,43,0
8525,112,154,1
8526,58,64,1
8527,3,67,1
8528,8,14,1
8529,89,18,0
8530,37,173,0
8531,94,78,0
8532,23,52,0
8533,77,173,1
8534,12,93,0
8535,12,116,0
8536,73,69,0
8537,40,97,0
8538,130,54,0
8539,16,9,1
8540,132,52,0
8541,149,90,0
8542,176,92,1
8543,131,79,0
8544,75,175,1
8545,157,60,0
8546,95,60,1
8547,41,65,1
8548,75,146,1
8549,154,148,0
8550,88,167,1
8551,69,16,1
8552,62,165,1
8553,64,150,1
8554,19,81,0
8555,117,128,1
8556,167,88,1
8557,73,45,0
8558,102,41,0
8559,149,169,1
8560,159,83,0
8561,20,53,0
8562,147,132,1
8563,37,149,0
8564,161,107,1
8565,6,67,0
8566,71,90,0
8567,82,109,1
8568,116,88,0
8569,56,106,0
8570,56,133,0
8571,146,169,0
8572,77,69,1
8573,142,164,1
8574,139,70,0
8575,113,118,1
8576,157,4,0
8577,12,49,0
8578,62,70,0
8579,168,118,1
8580,110,127,1
8581,136,71,1
8582,2,158,1
8583,127,116,0
8584,144,122,0
8585,33,57,0
8586,98,121,1
8587,176,62,1
8588,138,23,1
8589,58,89,1
8590,154,114,0
8591,85,81,0
8592,29,170,0
8593,46,2,0
8594,22,67,1
8595,22,3,0
8596,143,9,0
8597,25,113,0
8598,113,86,0
8599,2,105,0
8600,128,90,1
8601,87,113,1
8602,23,164,1
8603,64,24,0
8604,75,128,0
8605,41,106,1
8606,55,69,0
8607,131,125,0
8608,100,22,1
8609,39,152,1
8610,7,70,1
8611,57,6,1
8612,87,16,1
8613,23,73,1
8614,44,48,1
8615,75,120,1
8616,120,163,0
8617,33,86,0
8618,70,73,1
8619,21,51,0
8620,81,114,0
8621,74,154,1
8622,5,107,1
8623,150,149,1
8624,109,47,1
8625,7,88,0
8626,162,82,1
8627,106,60,0
8628,28,78,0
8629,173,42,0
8630,91,1,1
8631,26,24,0
8632,54,128,1
8633,146,44,0
8634,137,145,1
8635,138,128,0
8636,81,141,0
8637,60,50,1
8638,84,113,0
8639,134,81,1
8640,105,78,0
8641,98,116,1
8642,61,97,0
8643,156,87,0
8644,127,89,1
8645,145,108,0
8646,105,80,0
8647,35,48,1
8648,7,133,0
8649,40,93,0
8650,44,11,1
8651,16,163,0
8652,161,158,1
8653,74,135,1
8654,12,18,0
8655,162,7,0
8656,82,42,0
8657,69,141,0
8658,63,6,1
8659,22,85,0
8660,61,40,1
8661,119,85,0
8662,83,13,0
8663,153,173,1
8664,93,97,0
8665,66,149,1
8666,24,35,1
8667,153,133,1
8668,141,10,0
8669,27,35,1
8670,9,33,0
8671,112,79,0
8672,24,172,1
8673,24,61,1
8674,113,115,1
8675,116,49,0
8676,104,77,1
8677,162,127,1
8678,126,154,1
8679,94,14,1
8680,57,67,0
8681,54,36,0
8682,85,36,1
8683,1,89,1
8684,142,104,1
8685,136,124,1
8686,2,82,1
8687,37,11,1
8688,165,138,0
8689,154,142,0
8690,32,93,1
8691,32,75,0
8692,18,145,1
8693,148,54,1
8694,46,123,0
8695,137,129,0
8696,26,98,0
8697,19,117,0
8698,35,34,0
8699,3,26,1
8700,79,122,0
8701,5,84,1
8702,167,82,1
8703,38,132,1
8704,117,3,1
8705,161,174,0
8706,162,96,0
8707,53,143,0
8708,172,24,1
8709,92,174,0
8710,143,25,1
8711,175,109,0
8712,98,158,1
8713,135,69,0
8714,86,74,1
8715,2,132,1
8716,50,173,1
8717,103,166,1
8718,61,48,1
8719,143,28,1
8720,101,147,0
8721,154,161,0
8722,77,131,1
8723,92,8,0
8724,4,53,1
8725,166,5,0
8726,92,52,0
8727,91,1,1
8728,129,64,1
8729,164,79,0
8730,59,130,1
8731,92,43,0
8732,146,16,0
8733,21,132,1
8734,176,64,1
8735,112,81,0
8736,93,66,1
8737,111,62,1
8738,85,86,1
8739,18,11,0
8740,60,6,1
8741,9,149,0
8742,48,111,1
8743,174,82,0
8744,103,47,1
8745,112,104,0
8746,109,134,0
8747,46,144,1
8748,48,89,1
8749,58,45,1
8750,28,144,0
8751,4,85,0
8752,134,118,1
8753,47,50,0
8754,127,114,0
8755,148,71,0
8756,27,78,1
8757,10,140,1
8758,109,164,0
8759,73,8,0
8760,92,48,0
8761,130,28,0
8762,150,135,1
8763,15,46,0
8764,69,166,1
8765,148,110,1
8766,33,135,1
8767,97,146,1
8768,106,83,0
8769,175,71,1
8770,37,123,1
8771,132,11,1
8772,27,139,0
8773,124,22,1
8774,60,46,0
8775,129,74,0
8776,123,85,1
8777,74,83,0
8778,35,86,1
8779,18,100,0
8780,77,15,1
8781,110,4,1
8782,157,51,1
8783,109,24,1
8784,88,81,1
8785,167,77,0
8786,173,63,0
8787,35,36,1
8788,3,80,1
8789,31,2,0
8790,136,22,0
8791,168,163,1
8792,96,99,0
8793,127,55,1
8794,91,81,1
8795,149,79,1
8796,37,84,0
8797,160,22,1
8798,82,49,1
8799,161,57,0
8800,66,170,1
8801,38,91,1
8802,33,93,0
8803,92,150,0
8804,74,40,0
8805,63,163,1
8806,109,126,0
8807,51,41,0
8808,19,3,0
8809,162,74,0
8810,160,91,1
8811,144,26,1
8812,16,49,1
8813,148,110,0
8814,54,163,0
8815,99,61,1
8816,106,28,0
8817,13,104,0
8818,98,79,1
8819,77,50,0
8820,86,53,1
8821,116,99,1
8822,140,104,0
8823,127,44,0
8824,77,23,0
8825,9,153,0
8826,148,129,1
8827,33,25,1
8828,108,95,0
8829,35,102,0
8830,118,109,0
8831,13,72,1
8832,20,18,0
8833,66,121,0
8834,57,132,1
8835,131,6,1
8836,19,82,0
8837,82,135,1
8838,121,100,1
8839,1,114,0
8840,112,131,1
8841,117,25,1
8842,102,31,0
8843,36,128,0
8844,150,80,1
8845,162,15,1
8846,33,119,1
8847,86,124,1
8848,11,4,0
8849,21,155,1
8850,85,6,1
8851,44,97,0
8852,67,107,0
8853,105,76,0
8854,126,38,0
8855,159,141,1
8856,135,82,1
8857,125,111,0
8858,33,62,1
8859,158,68,1
8860,162,76,0
8861,13,171,1
8862,135,69,0
8863,146,21,1
8864,108,20,0
8865,31,70,1
8866,104,39,1
8867,115,106,1
8868,72,138,1
8869,148,136,0
8870,165,53,1
8871,3,159,1
8872,122,46,0
8873,19,145,1
8874,169,158,0
8875,176,110,0
8876,117,46,0
8877,64,72,0
8878,133,26,1
8879,29,126,0
8880,14,111,0
8881,135,63,0
8882,75,12,1
8883,114,3,0
8884,57,40,0
8885,150,147,0
8886,42,84,0
8887,122,160,0
8888,74,96,1
8889,23,162,0
8890,153,6,1
8891,67,19,0
8892,110,135,1
8893,58,132,1
8894,123,22,0
8895,37,69,0
8896,133,132,0
8897,46,115,0
8898,139,11,0
8899,47,73,0
8900,40,28,1
8901,166,87,1
8902,172,93,0
8903,84,61,1
8904,52,133,1
8905,176,23,0
8906,106,50,1
8907,148,107,1
8908,167,59,0
8909,10,35,1
8910,128,175,0
8911,24,83,0
8912,130,39,0
8913,34,81,1
8914,141,68,1
8915,38,7,0
8916,159,86,1
8917,57,109,1
8918,132,161,0
8919,6,30,0
8920,16,105,1
8921,50,95,1
8922,111,121,0
8923,36,78,1
8924,146,165,0
8925,95,15,0
8926,164,172,1
8927,58,45,1
8928,46,85,0
8929,136,174,1
8930,173,120,0
8931,102,39,1
8932,156,10,1
8933,167,143,1
8934,105,159,0
8935,88,70,1
8936,10,171,1
8937,25,2,0
8938,109,25,1
8939,6,119,0
8940,66,39,1
8941,155,90,1
8942,106,147,1
8943,150,140,1
8944,4,13,0
8945,153,135,1
8946,142,168,1
8947,29,72,0
8948,92,159,1
8949,112,56,1
8950,55,9,1
8951,35,175,1
8952,75,45,1
8953,124,1,0
8954,94,76,0
8955,94,102,0
8956,129,82,0
8957,73,57,1
8958,17,136,0
8959,11,125,1
8960,143,61,1
8961,163,152,1
8962,80,115,0
8963,37,161,1
8964,119,13,1
8965,147,127,0
8966,175,158,0
8967,85,76,0
8968,126,34,1
8969,13,84,0
8970,74,157,1
8971,125,100,0
8972,162,15,1
8973,21,36,1
8974,105,167,1
8975,89,7,0
8976,22,144,1
8977,79,172,1
8978,171,157,1
8979,111,21,0
8980,40,138,1
8981,55,172,1
8982,84,106,1
8983,143,5,1
8984,19,152,1
8985,92,148,0
8986,72,150,1
8987,142,71,0
8988,58,146,1
8989,108,127,0
8990,43,158,1
8991,11,135,0
8992,143,95,0
8993,12,22,0
8994,12,77,0
8995,13,73,0
8996,73,162,0
8997,31,2,0
8998,134,136,0
8999,86,168,1
9000,167,118,1
9001,53,20,0
9002,126,85,0
9003,90,86,0
9004,1,175,1
9005,132,87,1
9006,39,3,1
9007,88,139,1
9008,111,83,0
9009,142,10,1
9010,24,87,0
9011,136,65,0
9012,160,66,1
9013,82,99,1
9014,144,59,1
9015,12,123,1
9016,154,24,0
9017,152,171,0
9018,103,3,0
9019,147,65,0
9020,156,61,1
9021,66,29,0
9022,89,136,1
9023,80,98,0
9024,142,89,0
9025,104,96,1
9026,61,37,0
9027,167,59,1
9028,88,23,1
9029,64,113,1
9030,134,90,1
9031,120,109,1
9032,13,32,1
9033,60,37,1
9034,143,30,0
9035,55,136,1
9036,98,186,1
9037,173,126,0
9038,152,95,0
9039,3,154,1
9040,106,108,0
9041,69,41,1
9042,53,117,1
9043,169,63,0
9044,84,184,0
9045,14,119,1
9046,28,2,1
9047,44,83,0
9048,123,129,1
9049,49,47,0
9050,90,13,1
9051,170,71,0
9052,31,41,0
9053,52,82,0
9054,37,188,1
9055,77,2,1
9056,125,99,0
9057,44,13,1
9058,48,97,0
9059,14,98,0
9060,152,35,0
9061,95,88,0
9062,22,194,1
9063,70,1,0
9064,60,3,0
9065,89,190,1
9066,70,21,1
9067,7,96,1
9068,146,45,0
9069,126,19,0
9070,167,2,0
9071,68,106,1
9072,67,69,0
9073,31,158,0
9074,50,66,1
9075,177,192,1
9076,108,83,0
9077,14,155,0
9078,193,190,1
9079,116,130,1
9080,41,89,1
9081,173,93,0
9082,157,37,0
9083,23,29,1
9084,172,4,0
9085,20,28,1
9086,159,81,1
9087,136,63,1
9088,178,60,1
9089,188,111,0
9090,84,89,0
9091,168,195,0
9092,159,25,1
9093,139,6,1
9094,86,87,1
9095,3,156,1
9096,115,63,1
9097,34,171,1
9098,158,195,1
9099,124,118,1
9100,109,194,1
9101,124,94,0
9102,47,149,0
9103,123,111,0
9104,192,176,0
9105,21,33,1
9106,136,159,0
9107,171,197,0
9108,156,178,0
9109,23,137,0
9110,195,83,0
9111,69,51,1
9112,30,96,0
9113,87,105,0
9114,55,95,0
9115,22,150,1
9116,170,149,1
9117,65,119,1
9118,184,109,1
9119,99,166,1
9120,112,110,1
9121,146,145,1
9122,27,24,0
9123,17,38,0
9124,197,141,0
9125,133,126,0
9126,118,158,1
9127,51,14,1
9128,160,23,1
9129,25,129,1
9130,55,106,0
9131,175,91,0
9132,10,153,0
9133,126,144,1
9134,118,170,1
9135,124,105,0
9136,155,167,0
9137,55,163,0
9138,175,184,0
9139,193,142,1
9140,141,43,1
9141,183,138,0
9142,133,90,0
9143,78,110,1
9144,89,157,1
9145,120,1,1
9146,87,158,0
9147,37,124,1
9148,21,79,0
9149,99,134,0
9150,182,103,0
9151,55,29,0
9152,15,92,0
9153,71,10,1
9154,196,5,0
9155,44,155,1
9156,114,67,1
9157,139,122,0
9158,164,177,1
9159,27,177,0
9160,1,147,1
9161,130,110,0
9162,136,99,1
9163,174,90,1
9164,73,115,1
9165,99,156,1
9166,100,30,1
9167,70,25,1
9168,112,3,0
9169,125,75,1
9170,179,130,1
9171,182,2,0
9172,51,38,0
9173,159,76,0
9174,7,58,0
9175,84,118,0
9176,192,137,0
9177,24,172,1
9178,1,25,1
9179,35,166,1
9180,30,8,0
9181,89,119,1
9182,186,122,1
9183,185,84,0
9184,6,186,1
9185,76,117,0
9186,165,1,1
9187,127,179,1
9188,154,42,0
9189,181,9,1
9190,105,160,0
9191,151,3,1
9192,162,71,1
9193,64,149,0
9194,169,81,0
9195,106,64,0
9196,13,115,1
9197,71,40,1
9198,146,5,1
9199,117,18,0
9200,103,157,1
9201,76,116,0
9202,27,163,0
9203,162,182,1
9204,63,94,0
9205,67,101,0
9206,79,120,1
9207,20,144,1
9208,31,136,1
9209,10,180,0
9210,52,189,0
9211,19,173,0
9212,115,165,0
9213,15,129,1
9214,15,124,1
9215,123,17,0
9216,9,95,0
9217,122,91,1
9218,138,96,1
9219,118,59,1
9220,179,141,0
9221,190,13,1
9222,179,2,0
9223,73,197,1
9224,74,160,1
9225,47,34,0
9226,2,85,1
9227,193,180,1
9228,168,180,1
9229,170,22,0
9230,185,16,0
9231,146,179,0
9232,179,160,1
9233,126,66,0
9234,15,149,1
9235,117,165,1
9236,107,30,0
9237,126,141,0
9238,3,163,0
9239,50,61,0
9240,10,41,0
9241,169,154,1
9242,5,11,1
9243,166,196,1
9244,197,22,0
9245,14,104,0
9246,156,39,0
9247,83,51,0
9248,24,131,1
9249,113,196,1
9250,147,146,1
9251,158,105,0
9252,178,93,0
9253,74,142,1
9254,59,179,0
9255,162,179,1
9256,21,34,0
9257,162,105,1
9258,165,140,0
9259,77,91,1
9260,95,189,1
9261,41,117,1
9262,44,17,0
9263,126,178,1
9264,145,21,0
9265,1,90,1
9266,162,41,0
9267,85,80,1
9268,69,114,1
9269,88,60,1
9270,115,152,1
9271,54,5,1
9272,53,139,1
9273,124,36,0
9274,78,111,1
9275,173,167,1
9276,139,4,0
9277,91,46,0
9278,64,113,0
9279,137,110,1
9280,29,166,0
9281,101,13,1
9282,104,21,1
9283,26,150,0
9284,117,99,1
9285,44,163,0
9286,102,1,0
9287,108,130,1
9288,60,116,0
9289,37,193,1
9290,126,5,1
9291,55,170,0
9292,18,159,0
9293,194,128,1
9294,29,158,0
9295,117,1,0
9296,195,122,1
9297,147,156,1
9298,147,111,0
9299,189,147,1
9300,142,42,0
9301,115,30,1
9302,145,7,1
9303,156,128,0
9304,2,39,1
9305,93,154,1
9306,159,89,1
9307,91,130,1
9308,153,85,0
9309,100,138,1
9310,69,46,1
9311,98,163,0
9312,128,58,1
9313,58,119,1
9314,66,129,1
9315,123,111,0
9316,21,141,0
9317,144,179,1
9318,70,111,0
9319,10,114,1
9320,118,192,1
9321,145,180,1
9322,44,176,1
9323,13,111,0
9324,111,129,1
9325,58,91,1
9326,159,54,0
9327,29,192,1
9328,131,104,0
9329,50,135,1
9330,35,175,1
9331,164,154,1
9332,105,195,0
9333,196,159,0
9334,163,72,1
